Unnamed: 0,번호,제목,저자,출판사,출판일
,12,Data from a proteomic analysis of colonic fibroblasts secretomes,"Chen, Sun-Xia; Xu, Xiao-En; Wang, Xiao-Qing; Cui, Shu-Jian; Xu, Lei-Lei; Jiang, Ying-Hua; Zhang, Yang; Yan, Hai-Bo; Zhang, Qian; Qiao, Jie; Yang, Peng-Yuan; Liu, Feng","Elsevier Science B.V., Amsterdam",2014
,13,Functional analysis of stress protein data in a flor yeast subjected to a biofilm forming condition,"Moreno-Garcia, Jaime; Mauricio, Juan Carlos; Moreno, Juan; Garcia-Martinez, Teresa","Elsevier Science B.V., Amsterdam",2016
,14,Data from a proteomic analysis highlight different osmoadaptations in two strain of Propionibacterium freudenreichii,"Gaucher, Floriane; Bonnassie, Sylvie; Rabah, Houem; Leverrier, Pauline; Pottier, Sandrine; Jardin, Julien; Briard-Bion, Valerie; Marchand, Pierre; Jeantet, Romain; Blanc, Philippe; Jan, Gwenael","Elsevier Science B.V., Amsterdam",2020
,15,Data for global lysine-acetylation analysis in rice (Oryza sativa),"Xiong, Yehui; Zhang, Kai; Cheng, Zhongyi; Wang, Guo-Liang; Liu, Wende","Elsevier Science B.V., Amsterdam",2016
,16,The data obtained during the analysis of clinical blood samples for children acute lymphoblastic leukemia patients with severe side-effects,"Zyubin, Andrey; Lavrova, Anastasiya; Demin, Maksim; Pankina, Alina; Babak, Svetlana","Elsevier Science B.V., Amsterdam",2017
,17,Data Covariances from R-Matrix Analyses of Light Nuclei,"Hale, G.M.; Paris, M.W.",Academic Press,2015
,18,Data set of proteomic analysis of food borne pathogens after treatment with the disinfectants based on pyridoxal oxime derivatives,"Gajdo?ik ?rajer, Martina; Andjelkovi?, Uro?; Ga?o-Soka?, Dajana; Pavlovi?, Hrvoje; Shevchuk, Olga; Martinovi?, Tamara; Clifton, James; Josi?, Djuro","Elsevier Science B.V., Amsterdam",2017
,19,Data set for transcriptome analysis of Apocynum venetum L.,"Chen, Ping; Gao, Gang; Yu, Chunming; Chen, Jikang; Chen, Kunmei; Zhu, Aiguo","Elsevier Science B.V., Amsterdam",2018
,20,Data of multiple regressions analysis between selected biomarkers related to glutamate excitotoxicity and oxidative stress in Saudi autistic patients,"El-Ansary, Afaf","Elsevier Science B.V., Amsterdam",2016
,21,Analysis of NIR spectroscopic data using decision trees and their ensembles,"Kucheryavskiy, Sergey",Springer Nature,2018
,22,Evidence that changes in social cognitions predict changes in self-reported driver behavior: Causal analyses of two-wave panel data,"Elliott, M.A.; Thomson, J.A.; Robertson, K.; Stephenson, C.; Wicks, J.","Elsevier Science B.V., Amsterdam.",2013
,23,"Probabilistic, safety-explicit design of horizontal curves on two-lane rural highways based on reliability analysis of naturalistic driving data","Dhahir, Bashar; Hassan, Yasser","Elsevier Science B.V., Amsterdam.",2019
,24,Modelling area-wide count outcomes with spatial correlation and heterogeneity: An analysis of London crash data,"Quddus, M. A.","Elsevier Science B.V., Amsterdam.",2008
,25,Research status and collaboration analysis based on big data mining: an empirical study of Alzheimer's disease,"Li, Rongrong; Wang, Xuefeng; Liu, Yuqin; Zhang, Shuo; Hanif, Omer",Taylor & Francis,2021
,26,Cluster analysis of ultrasonic testing data,"Skomorokhov, A. O.; Belousov, P. A.; Nakhabov, A. V.",NAUKA/INTERPERIODICA PUBLISHING,2006
,27,"Trends in injury morbidity in China, 1993?2013: A longitudinal analysis of population-based survey data","Ning, Peishan; Cai, Min; Cheng, Peixia; Zhang, Yaoguang; Schwebel, David C.; Yang, Yang; Zhang, Wei; Cheng, Xunjie; Gao, Yuyan; Ling, Xu; Hu, Guoqing","Elsevier Science B.V., Amsterdam.",2018
,28,Improving the Efficiency and Ease of Healthcare Analysis Through Use of Data Visualization Dashboards,unknown,Mary Ann Leibert,2016
,29,Performance analysis of the Bayesian data reduction algorithm,"Kline, D.M.; Galbraith, C.S.",Inderscience,2009
,30,Biogeographical Analysis of Chemical Co-Occurrence Data to Identify Priorities for Mixtures Research,"Tornero-Velez, R.; Egeghy, P. P.; Cohen Hubal, E. A.",Blackwell Publishing Ltd,2012
,31,Injuries among powered two-wheeler users in eight European countries: A descriptive analysis of hospital discharge data,"Forman, J.L.; Lopez-Valdes, F.J.; Pollack, K.; Heredero-Ordoyo, R.; Molinero, A.; Mansilla, A.; Fildes, B.; Segui-Gomez, M.","Elsevier Science B.V., Amsterdam.",2012
,32,Complex Data Processing: Fast Wavelet Analysis on the Sphere,"Wiaux, Y.; McEwen, J. D.; Vielva, P.",Springer Science + Business Media,2007
,33,Bayesian statistical analysis applied to NAA data for neutron flux spectrum determination,"Chiesa, D.; Previtali, E.; Sisti, M.",Academic Press,2014
,34,Bayesian methodology to estimate and update safety performance functions under limited data conditions: A sensitivity analysis,"Heydari, S.; Miranda-Moreno, L. F.; Lord, D.; Fu, L.","Elsevier Science B.V., Amsterdam.",2014
,35,Pedestrian injuries in eight European countries: An analysis of hospital discharge data,"Arregui-Dalmases, C.; Lopez-Valdes, F. J.; Segui-Gomez, M.","Elsevier Science B.V., Amsterdam.",2010
,36,An analysis of how training data complexity affects the nearest neighbor classifiers,"Sanchez, J. S.",SPRINGER SCIENCE + BUSINESS MEDIA,2007
,37,Labor Economists Get Their Microscope: Big Data and Labor Market Analysis,unknown,Mary Ann Leibert,2015
,38,Statistical analysis for aggregated count data in genetic association studies,"Choi, Haewon; Jung, Hye-Young; Park, Taesung",Inderscience Enterprises Ltd,2016
,39,Statistical analysis of thermoanalytical experimental data,"Arkhangel'skii, I. V.",JOHN WILEY & SONS LTD,1997
,40,New Data on the Thermal Analysis of Diphasic Mullite Gel,"Chakravortty, A. K.",JOHN WILEY & SONS LTD,1996
,41,Local Control Strategy: Simple Analyses of Air Pollution Data Can Reveal Heterogeneity in Longevity Outcomes,"Obenchain, R. L.; Young, S. S.",John Wiley & Sons Ltd,2017
,42,An exploration to visualise the emerging trends of technology foresight based on an improved technique of co-word analysis and relevant literature data of WOS,"Li, Munan",Taylor & Francis,2017
,43,OLAP Analysis Operators for Multi-State Data Warehouses,Franck Ravat; Jiefu Song; Olivier Teste,Idea Group Pub,2016
,44,A new method for the improvement of data production in phytochemical analysis,"Ponte-e-Sousa, J.; Neto-Vaz, A.","John Wiley & Sons, Ltd",2010
,45,A pre-processing and network analysis of GPS tracking data,"Abbruzzo, Antonino; Ferrante, Mauro; De Cantis, Stefano",Taylor & Francis,2021
,46,A new method for organizational process model discovery through the analysis of workflows and data exchange networks,"Aghabaghery, Roshanak; Hashemi Golpayegani, Alireza; Esmaeili, Leila",SPRINGER,2020
,47,Multivariate statistical analysis of non-mass-selected ToF-SIMS data,"Smentkowski, V. S.; Ostrowski, S. G.; Kollmer, F.; Schnieders, A.; Keenan, M. R.; Ohlhausen, J. A.; Kotula, P. G.","John Wiley & Sons, Ltd",2008
,48,Character level embedding with deep convolutional neural network for text normalization of unstructured data for Twitter sentiment analysis,"Arora, Monika; Kansal, Vineet",SPRINGER,2019
,49,Statistical quality control analysis of high-dimensional omics data,"Kim, Yongkang; Kim, Gyu-Tae; Kwon, Min-Seok; Park, Taesung",Inderscience Enterprises Ltd,2017
,50,"Fast, linear time, m-adic hierarchical clustering for search and retrieval using the Baire metric, with linkages to generalized ultrametrics, hashing, formal concept analysis, and precision of data measurement","Murtagh, F.; Contreras, P.",SPRINGER,2012
,51,"The HumanID Gait Challenge Problem: Data Sets, Performance, and Analysis","Sarkar, S.; Phillips, P. J.; Liu, Z.; Vega, I. R.; Grother, P.; Bowyer, K. W.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2005
,52,On including nonlinearity in multivariate analysis of imaging SIMS data,"Gelb, L. D.; Milillo, T. M.; Walker, A. V.","John Wiley & Sons, Ltd",2014
,53,A Novel Multi-Secret Sharing Approach for Secure Data Warehousing and On-Line Analysis Processing in the Cloud,Varunya Attasena; Nouria Harbi; Jerome Darmont,Idea Group Pub,2015
,54,The Impact of Scatterometer Data on GEOS 2 Analyses and Forecasts,"Atlas, R.;Brin, E.;Bloom, S. C.;Hoffman, R. N.",AMS,1999
,55,Extraction of hidden information of ToF-SIMS data using different multivariate analyses,"Yokoyama, Y.; Kawashima, T.; Ohkawa, M.; Iwai, H.; Aoyagi, S.","John Wiley & Sons, Ltd",2015
,56,Importance of proper baseline identification for the subsequent kinetic analysis of derivative kinetic data,"Svoboda, R.",Springer Science + Business Media,2018
,57,Exploring uses of persistent homology for statistical analysis of landmark-based shape data,"Gamble, J.; Heo, G.","Elsevier Science B.V., Amsterdam",2010
,58,CAMCR: Computer-Assisted Mixture model analysis for Capture?Recapture count data,"Kuhnert, R.; Bohning, D.",SPRINGER SCIENCE + BUSINESS MEDIA,2009
,59,Heterogeneity in Returns to Scale: A Random Coefficient Analysis with Unbalanced Panel Data,"Biorn, E.; Lindquist, K. G.; Skjerpen, T.",KLUWER ACADEMIC PUBLISHERS,2002
,60,Enthalpy relaxation in glasses. Regression analysis of integral DSC data,"Liska, M.; Antalik, J.",Kluwer; 1999,2002
,61,Handling gene redundancy in microarray data using Grey Relational Analysis,"Zhang, L.-J.; Li, Z.-J.; Chen, H.-W.",INDERSCIENCE PUBLISHERS,2008
,62,Comparing world regional sustainable supply chain finance using big data analytics: a bibliometric analysis,"Tseng, Ming-Lang; Bui, Tat-Dat; Lim, Ming K.; Tsai, Feng Ming; Tan, Raymond R.",Emerald Group Publishing Limited,2021
,63,Using human activity data in exposure models: Analysis of discriminating factors,"McCurdy, T.; Graham, S. E.",PRINCETON SCIENTIFIC,2003
,64,Importance of proper baseline identification for the subsequent kinetic analysis of derivative kinetic data,"Svoboda, R.; Malek, J.",Springer Science + Business Media,2016
,65,Inverse semigroup spectral analysis for partially ranked data,"Malandro, M. E.","Elsevier Science B.V., Amsterdam",2013
,66,HPLC/qTOF-MS-oriented characteristic components data set and chemometric analysis for the holistic quality control of complex TCM preparations: Niuhuang Shangqing pill as an example,"Wang, D. d.; Liang, J.; Yang, W. z.; Hou, J. j.; Yang, M.; Da, J.; Wang, Y.; Jiang, B. h.; Liu, X.; Wu, W. y.","Elsevier Science B.V., Amsterdam.",2014
,67,An Efficient Clustering Scheme to Exploit Hierarchical Data in Network Traffic Analysis,"Mahmood, A.N.; Leckie, C.; Udaya, P.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2008
,68,The composition of camel milk: A meta-analysis of the literature data,"Konuspayeva, G.; Faye, B.; Loiseau, G.","Elsevier Science B.V., Amsterdam",2009
,69,VA-Store: A Virtual Approximate Store Approach to Supporting Repetitive Big Data in Genome Sequence Analyses,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2020
,70,An Adaptive Modeling Technique for Multivariate Correlation Analysis of Operating Response Data,"Yang, Q. J.",SEM SOCIETY FOR EXPERIMENTAL MECHANICS INC,1995
,71,Efficient and Distributed Generalized Canonical Correlation Analysis for Big Multiview Data,unknown,IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2019
,72,Boundary crash data assignment in zonal safety analysis: An iterative approach based on data augmentation and Bayesian spatial model,"Zhai, Xiaoqi; Huang, Helai; Gao, Mingyun; Dong, Ni; Sze, N.N.","Elsevier Science B.V., Amsterdam.",2018
,73,Three-Dimensional Analysis of Dynamic Light Scattering Data: Application to Self-Organized Polymer Solutions,"Stepanek, P.; Tuzar, Z.; Kadlec, P.; ernoch, P.; K?, J.",GORDON AND BREACH SCIENCE,2007
,74,Multivariate analysis of nuclear magnetic resonance data-characterization of critical drug substance quality of gentamicin sulfate,"Winter, W.; Deubner, R.; Holzgrabe, U.","Elsevier Science B.V., Amsterdam.",2005
,75,Towards model-based analysis of cardiac MR tagging data: Relation between left ventricular shear strain and myofiber orientation,"Ubbink, S. W.; Bovendeerd, P. H.; Delhaas, T.; Arts, T.; van de Vosse, F. N.","Elsevier Science B.V., Amsterdam.",2006
,76,Performance analysis of Hoeffding trees in data streams by using massive online analysis framework,"Srimani, P.K.; Patil, Malini M.",Inderscience,2015
,77,Integrative analysis of time course microarray data and DNA sequence data via log-linear models for identifying dynamic transcriptional regulatory networks,"Choi, H.-S.; Kim, Y.; Cho, K.-H.; Park, T.",Inderscience Enterprises Ltd,2013
,78,The analysis of distance of grouped data with categorical variables: Categorical canonical variate analysis,"Le Roux, N. J.; Gardner-Lubbe, S.; Gower, J. C.","Elsevier Science B.V., Amsterdam",2014
,79,Invited Lecture: Model-Free and Model-Fitting Approaches to Kinetic Analysis of Isothermal and Nonisothermal Data,"Vyazovkin, S.",unknown,1998
,80,APPLICATION OF NUMERICAL DATA AND SATELLITE IMAGES TO ANALYSIS OF FRONTOGENESIS AND FRONTOLYSIS PROCESSES,"Chaladyniak, D.;Winnicki, I. A.",AMS,2001
,81,Application of a Bratseth Analysis Scheme Including Doppler Radar Data,"Brewster, K.",The Society,1996
,82,Reliability analysis for composites - corrosion-resistant data,"Kitamura, T.;Hojo, H.;Kawada, H.;Yokoyama, Y.",Balkema,2001
,83,Data for transcriptomic and proteomic analyses of leaves from Clematis terniflora DC. under binary stress,"Yang, Bingxian; Guan, Qijie; Tian, Jingkui; Komatsu, Setsuko","Elsevier Science B.V., Amsterdam",2017
,84,Data from quantitative serum proteomic analysis after laparoscopic gastric plication,"Savedoroudi, Parisa; Bennike, Tue Bjerg; Kastaniegaard, Kenneth; Talebpour, Mohammad; Ghassempour, Alireza; Stensballe, Allan","Elsevier Science B.V., Amsterdam",2019
,85,Robust Methods in Analysis of Multivariate Food Chemistry Data,"Stanimirova, I.; Daszykowski, M.; Walczak, B.",unknown,2013
,86,Data of metal and microbial analyses from anaerobic co-digestion of organic and mineral wastes,"Shamurad, Burhan; Gray, Neil; Petropoulos, Evangelos; Tabraiz, Shamas; Acharya, Kishor; Quintela-Baluja, Marcos; Sallis, Paul","Elsevier Science B.V., Amsterdam",2019
,87,"Extraction, texture analysis and polysaccharide epitope mapping data of sequential extracts of strawberry, apple, tomato and aubergine fruit parenchyma","Cornuault, Valerie; Pose, Sara; Knox, J. Paul","Elsevier Science B.V., Amsterdam",2018
,88,Data on meq gene sequence analysis of Ludhiana MDV isolates,"Gupta, Mridula; Deka, Dipak;","Elsevier Science B.V., Amsterdam",2016
,89,Data Compression for the Modal Analysis of Spatially Dense Laser Doppler Vibrometer Measurements,"Arruda, J. R. F.","SOCIETY FOR EXPERIMENTAL MECHANICS, INC.",1996
,90,Racial disparities in palliative care utilization among metastatic gynecological cancer patients living at last follow-up: An analysis of the National Cancer Data Base,"Islam, Jessica Y.; Deveaux, April; Previs, Rebecca A.; Akinyemiju, Tomi","Elsevier Science B.V., Amsterdam",2021
,91,Data on genome annotation and analysis of earthworm Eisenia fetida,"Paul, Sayan; Arumugaperumal, Arun; Rathy, Rashmi; Ponesakki, Vasanthakumar; Arunachalam, Palavesam; Sivasubramaniam, Sudhakar","Elsevier Science B.V., Amsterdam",2018
,92,Data for iTRAQ-based quantitative proteomics analysis of different biotypes in Echinochloa crus-galli with multi-herbicide treatment,"Yang, Xia; Zhang, Zichang; Gu, Tao; Dong, Mingchao; Peng, Qiong; Bai, Lianyang; Li, Yongfeng","Elsevier Science B.V., Amsterdam",2016
,93,Application of bi-clustering of gene expression data and gene set enrichment analysis methods to identify potentially disease causing nanomaterials,"Williams, Andrew; Halappanavar, Sabina","Elsevier Science B.V., Amsterdam",2017
,94,Data on the no-load performance analysis of a tomato postharvest storage system,"Ayomide, Orhewere B.; Ajayi, Oluseyi O.; Banjo, Solomon O.; Ajayi, Adesola A.","Elsevier Science B.V., Amsterdam",2017
,95,An open data repository for steady state analysis of a 100-node electricity distribution network with moderate connection of renewable energy sources,"Lazarou, Stavros; Vita, Vasiliki; Ekonomou, Lambros","Elsevier Science B.V., Amsterdam",2018
,96,Spectral and raw quasi in-situ energy dispersive X-ray data captured via a TEM analysis of an ODS austenitic stainless steel sample under 1MeV Kr2+ high temperature irradiation,"Brooks, Adam J.; Yao, Zhongwen","Elsevier Science B.V., Amsterdam",2017
,97,Data from salivary gland proteome analysis of female Aedes aegypti Linn,"Dhawan, Rakhi; Mohanty, Ajeet Kumar; Kumar, Manish; Dey, Gourav; Advani, Jayshree; Prasad, T.S. Keshava; Kumar, Ashwani","Elsevier Science B.V., Amsterdam",2017
,98,High-throughput mass spectrometry and bioinformatics analysis of breast cancer proteomic data,"Gomig, Talita Helen Bombardelli; Cavalli, Iglenir Joao; Souza, Ricardo Lehtonen Rodrigues de; Lucena, Aline Castro Rodrigues; Batista, Michel; Machado, Kelly Cavalcanti; Marchini, Fabricio Klerynton; Marchi, Fabio Albuquerque; Lima, Rubens Silveira; Urban","Elsevier Science B.V., Amsterdam",2019
,99,Data for isolation and properties analysis of diastereomers of a mono-substituted phosphoryl guanidine trideoxyribonucleotide,"Lomzov, Alexander A.; Kupryushkin, Maxim S.; Shernyukov, Andrey V.; Nekrasov, Mikhail D.; Dovydenko, Ilya S.; Stetsenko, Dmitry A.; Pyshnyi, Dmitrii V.","Elsevier Science B.V., Amsterdam",2019
,100,Data and calculus on isobolographic analysis to determine the antinociceptive interaction between calcium channel blocker and a TRPV1 blocker in acute pain model in mice,"Silva, Juliana F.; Palhares, Manuella R.; Santos, Duana C.; Silva-Junior, Claudio A.; Ferreira, Juliano; Gomez, Marcus V.; Castro Junior, Celio J.","Elsevier Science B.V., Amsterdam",2017
